ID,Name,Age,Nationality,Team,League,Value,Wage,Attacking,Movement,Defending,Goalkeeping,Overall rating,Position,Height,Preferred foot
272647,A. Paananen,30,Finland,HJK,Veikkausliiga (Finland),€550K,€500,53.2,65.8,59.7,7.6,64,CM,168cm,Right
272606,Bernardo Folha,21,Portugal,Porto,Liga Portugal (Portugal),€1.3M,€2K,55.6,63.8,56.0,10.0,64,CAM,177cm,Right
272600,Marc Casadó,19,Spain,FC Barcelona,La Liga (Spain),€1.3M,€11K,54.0,62.0,59.0,11.4,64,CAM,172cm,Right
272598,D. Tomas,25,Finland,Odd,Eliteserien (Norway),€725K,€1K,46.0,64.8,63.0,10.2,64,CB,193cm,Right
272433,Herrando,22,Spain,Osasuna,La Liga (Spain),€1.4M,€5K,40.8,55.4,64.3,10.4,64,CB,192cm,Left
272388,F. Basante,19,Venezuela,Monagas,Primera Division (Venezuela),€1.3M,€500,54.0,68.0,15.7,9.6,64,ST,178cm,Right
272356,Pablo Muñoz,19,Spain,Rayo Vallecano,La Liga (Spain),€1.4M,€3K,52.4,62.0,33.0,12.0,64,CAM,175cm,Right
271995,N. Ndombasi,22,France,Concarneau,Ligue 2 (France),€1.3M,€1K,52.4,80.0,23.3,9.6,64,CAM,174cm,Right
271933,G. Morales,20,Argentina,Unión Santa Fe,Liga Profesional (Argentina),€1.4M,€4K,55.6,65.8,14.7,9.6,64,ST,185cm,Left
271902,K. Amaro,19,Uruguay,Liverpool,Primera Division (Uruguay),€1.2M,€500,50.0,62.8,62.0,10.6,64,RB,179cm,Right
271749,M. Quiroz,21,Argentina,Sarmiento,Liga Profesional (Argentina),€1.1M,€3K,54.6,63.2,60.3,11.6,64,CDM,175cm,Right
271729,L. Arenas,24,Venezuela,Estudiantes Mérida,Primera Division (Venezuela),€900K,€500,54.2,71.0,15.0,9.8,64,ST,180cm,Right
271723,C. Arce,29,Argentina,Barracas Central,Liga Profesional (Argentina),€450K,€2K,12.6,43.0,14.0,62.0,64,GK,182cm,Right
271689,P. Mboup,20,Senegal,RWDM,Jupiler Pro League (Belgium),€1.4M,€4K,51.0,76.2,21.7,11.8,64,LW,175cm,Right
271685,Lee Sang Hyeok,22,Korea Republic,FC Cartagena,La Liga 2 (Spain),€1.3M,€2K,55.0,66.8,29.0,8.6,64,CAM,177cm,Left
271668,X. Simons,20,England,Fleetwood Town,League One (England),€1.5M,€3K,53.4,65.2,61.7,10.2,64,CDM,183cm,Right
271629,J. Torres,19,Colombia,Atlético Nacional,Liga BetPlay (Colombia),€1.4M,€800,53.0,69.8,52.3,11.4,64,RM,170cm,Right
271621,B. Recalde,18,Paraguay,Olimpia,Primera División (Paraguay),€1.2M,€500,55.6,68.6,36.7,8.0,64,LM,171cm,Left
271607,B. Dartsmelia,22,Georgia,Newcastle Jets,A-League (Australia),€925K,€750,58.0,65.4,63.0,9.8,64,CAM,177cm,Left
271532,Pablo Cuñat,21,Spain,Amorebieta,La Liga 2 (Spain),€1.1M,€1K,14.4,35.4,11.0,62.2,64,GK,188cm,Left
271507,D. Sylla,20,Guinea,Lorient,Ligue 1 (France),€1.3M,€4K,56.0,71.4,55.3,9.6,64,RM,175cm,Right
271483,B. Bimenyimana,24,Burundi,Kaizer Chiefs,Premier League (South Africa),€850K,€500,55.4,64.6,20.3,9.8,64,ST,194cm,Right
271471,F. Oviedo,19,Argentina,Rosario Central,Liga Profesional (Argentina),€1.4M,€3K,59.4,57.4,35.3,10.2,64,ST,181cm,Right
271454,A. Paredes,21,Paraguay,Olimpia,Primera División (Paraguay),€1.3M,€500,53.4,68.0,59.0,11.4,64,LB,175cm,Left
271451,Dinis Pinto,22,Portugal,Moreirense,Liga Portugal (Portugal),€1.3M,€3K,48.0,69.4,63.3,8.0,64,RB,178cm,Right
271439,Pau Casadesús,20,Spain,Espanyol,La Liga 2 (Spain),€1.2M,€1K,50.2,68.8,59.7,8.6,64,RWB,183cm,Right
271419,M. Angeli,20,Italy,Cittadella,Serie B (Italy),€1.3M,€550,49.6,73.0,63.7,9.6,64,CB,185cm,Right
271418,J. Domínguez,26,Ecuador,Delfin,Liga Pro (Ecuador),€625K,€500,46.0,72.4,58.7,11.6,64,LB,164cm,Left
271330,S. Ngobeni,25,South Africa,Mamelodi Sundowns,Premier League (South Africa),€800K,€500,42.6,71.8,60.3,11.2,64,LWB,174cm,Left
271300,D. Prpić,19,Croatia,Hajduk Split,1. HNL (Croatia),€1.3M,€500,35.8,59.8,64.3,10.8,64,CB,188cm,Left
271281,E. Gültekin,22,Turkey,İstanbulspor,Super Lig (Turkey),€950K,€3K,55.8,70.8,32.7,10.8,64,RM,181cm,Right
271276,A. Bordón,26,Argentina,Barracas Central,Liga Profesional (Argentina),€700K,€2K,49.6,59.2,67.0,9.4,64,CB,173cm,Right
271272,Alcedo,22,Spain,Mirandés,La Liga 2 (Spain),€875K,€2K,44.4,65.8,64.3,7.8,64,LB,179cm,Left
271271,Aldair Neves,22,Portugal,Ponferradina,La Liga 2 (Spain),€1.3M,€2K,50.8,64.0,66.3,11.8,64,RB,175cm,Right
271267,Chuki,19,Spain,Real Valladolid,La Liga 2 (Spain),€1.4M,€2K,51.2,64.4,38.3,9.2,64,CAM,172cm,Left
271257,É. Logbo,19,France,Le Havre,Ligue 1 (France),€1.3M,€3K,58.2,63.6,14.3,10.8,64,ST,188cm,Left
271246,M. Damar,19,Germany,Hannover 96,2. Bundesliga (Germany),€1.4M,€4K,57.2,62.8,37.7,8.2,64,CAM,185cm,Right
271135,Pedro Bicalho,21,Brazil,Santa Clara,Liga Portugal (Portugal),€1.4M,€1K,55.8,66.2,59.3,10.6,64,CAM,178cm,Right
271130,C. Ocampos,23,Paraguay,Central Cordoba SdE,Liga Profesional (Argentina),€1.2M,€3K,57.6,57.6,13.7,9.4,64,ST,183cm,Right
271036,Antonio Leal,23,Spain,Levante,La Liga 2 (Spain),€1.2M,€2K,48.6,58.8,65.3,10.0,64,CB,186cm,Right
271026,T. Cervera,20,Argentina,Rosario Central,Liga Profesional (Argentina),€1.3M,€3K,58.4,71.0,26.7,9.6,64,ST,180cm,Left
271006,Y. Paz,21,Colombia,Sassuolo,Serie A (Italy),€1.3M,€3K,54.6,66.0,58.3,9.8,64,LB,176cm,Right
270957,Andrezinho,25,Portugal,Santa Clara,Liga Portugal (Portugal),€650K,€2K,57.4,71.2,28.0,9.2,64,RW,174cm,Right
270926,N. Pierozzi,20,Italy,Reggina,Serie B (Italy),€1.2M,€550,58.2,70.2,62.7,12.4,64,RM,184cm,Right
270913,U. Bislimi,23,Kosovo,Lugano,Super League (Switzerland),€925K,€2K,55.0,69.0,55.3,9.4,64,CAM,183cm,Right
270880,G. Cooper,25,Italy,UTA Arad,Liga 1 (Romania),€775K,€2K,48.6,64.2,20.0,9.6,64,ST,191cm,Right
270874,P. Pizarro,22,Argentina,Huracán,Liga Profesional (Argentina),€1.2M,€3K,42.0,62.6,64.7,11.4,64,CB,183cm,Right
270864,N. Nsingi,22,Belgium,OH Leuven,Jupiler Pro League (Belgium),€1.3M,€3K,57.4,75.0,22.7,7.8,64,ST,174cm,Left
270846,A. Amenda,19,Switzerland,Young Boys,Super League (Switzerland),€1.3M,€2K,43.0,42.8,59.7,9.4,64,CB,194cm,Right
270820,M. Farsi,23,Canada,Columbus Crew,Major League Soccer (United States),€1.3M,€2K,52.8,73.4,56.0,10.4,64,RM,178cm,Right
270786,A. Lombardi,22,Italy,Reggina,Serie B (Italy),€1.3M,€750,59.2,64.6,53.7,10.4,64,CAM,185cm,Right
270747,M. Tambedou,19,Senegal,Zulte-Waregem,Jupiler Pro League (Belgium),€1.3M,€2K,44.2,70.6,61.7,8.8,64,CB,178cm,Right
270740,F. Arnaout,25,Syria,Goa,Indian Super League (India),€725K,€500,48.4,54.2,66.0,8.8,64,CB,186cm,Right
270729,Rodrigo,20,Spain,Villarreal II,La Liga 2 (Spain),€1.4M,€1K,55.8,63.6,48.3,11.0,64,CAM,172cm,Right
270717,Abraham,21,Spain,Villarreal II,La Liga 2 (Spain),€1.2M,€1K,48.4,60.0,64.3,9.2,64,CB,183cm,Right
270685,M. Anzolin,21,Italy,Wolfsberger AC,Bundesliga (Austria),€1.1M,€3K,47.2,67.8,61.0,12.0,64,LWB,181cm,Left
270655,S. Vulikić,21,Croatia,Perugia,Serie B (Italy),€1.2M,€800,46.6,44.8,64.0,12.2,64,CB,196cm,Right
270643,K. Muneer,25,Qatar,No Team,Free Agent,€0,€0,58.8,78.8,26.3,8.6,64,RM,174cm,Right
270573,J. Cuero,22,Ecuador,Delfin,Liga Pro (Ecuador),€1.3M,€500,46.0,71.6,61.7,11.4,64,RB,176cm,Right
270565,O. Özdemir,27,Turkey,Ümraniyespor,Super Lig (Turkey),€575K,€3K,10.8,30.8,11.0,64.6,64,GK,195cm,Right
270491,H. Neal,21,England,Stevenage,League One (England),€1.2M,€5K,49.4,49.8,60.7,11.2,64,CDM,180cm,Right
270485,F. Carboni,20,Argentina,Monza,Serie A (Italy),€1.3M,€9K,51.4,59.6,60.7,10.2,64,LWB,183cm,Left
270459,B. Blando,28,Argentina,Lanús,Liga Profesional (Argentina),€600K,€4K,57.8,62.4,14.3,8.2,64,ST,177cm,Right
270415,Marcos Luna,20,Spain,Real Zaragoza,La Liga 2 (Spain),€1.3M,€2K,45.8,63.6,67.3,9.6,64,CB,180cm,Right
270403,M. Wörl,19,Germany,DSC Arminia Bielefeld,3. Liga (Germany),€1.3M,€3K,50.8,62.0,63.0,12.4,64,CDM,178cm,Right
270389,D. Abzi,24,Canada,Leganés,La Liga 2 (Spain),€1.1M,€1K,50.8,61.4,58.3,11.8,64,LWB,185cm,Left
270377,A. Jakolis,30,Croatia,Argeş,Liga 1 (Romania),€500K,€2K,52.8,77.0,58.3,10.4,64,CAM,175cm,Right
270331,Z. Hawsawi,22,Saudi Arabia,Al Ittihad,Pro League (Saudi Arabia),€1.3M,€7K,44.0,76.6,57.7,11.4,64,LB,173cm,Left
270301,Peque,20,Spain,Racing Santander,La Liga 2 (Spain),€1.3M,€2K,59.2,69.4,38.7,11.2,64,CAM,172cm,Right
270278,K. Mahlatsi,23,South Africa,Kaizer Chiefs,Premier League (South Africa),€850K,€500,58.0,70.8,40.7,10.8,64,RM,168cm,Right
270210,S. Trémoulet,22,France,RFC Seraing,Jupiler Pro League (Belgium),€850K,€3K,44.2,57.4,63.0,8.4,64,CB,190cm,Left
270126,S. Panada,21,Italy,Sampdoria,Serie B (Italy),€1.2M,€6K,58.2,67.2,61.3,7.8,64,CDM,175cm,Right
270090,C. Panico,23,Italy,Cosenza,Serie B (Italy),€825K,€750,49.8,71.2,62.3,10.8,64,LB,170cm,Left
270070,Hélder Morim,22,Portugal,Chaves,Liga Portugal (Portugal),€1.1M,€2K,55.6,63.6,62.3,10.8,64,LWB,181cm,Left
270057,Martim Maia,24,Portugal,Santa Clara,Liga Portugal (Portugal),€850K,€1K,53.2,68.8,61.3,9.8,64,CDM,175cm,Right
270032,E. Omić,20,Austria,Wolfsberger AC,Bundesliga (Austria),€1.2M,€2K,53.6,61.2,60.3,10.4,64,CDM,185cm,Right
270014,T. Deniz,29,Germany,Hallescher FC,3. Liga (Germany),€575K,€950,59.8,68.2,46.0,11.0,64,RM,184cm,Right
270002,J. Wulff,23,Germany,Osnabrück,2. Bundesliga (Germany),€1.2M,€3K,57.8,69.6,55.7,9.0,64,RM,182cm,Right
269999,R. Brand,27,Germany,VfB Oldenburg,3. Liga (Germany),€625K,€650,53.8,77.4,27.7,7.8,64,RM,175cm,Left
269991,Manuel Baldé,19,Guinea Bissau,Vizela,Liga Portugal (Portugal),€1.1M,€500,11.4,31.0,10.3,63.2,64,GK,194cm,Right
269952,Y. Borges Sanches,19,Luxembourg,Borussia Mönchengladbach,Bundesliga (Germany),€1.5M,€3K,60.0,71.2,52.7,9.6,64,RM,175cm,Right
269913,K. Vargas,21,Colombia,Charlotte,Major League Soccer (United States),€1.4M,€2K,55.0,71.4,21.0,9.6,64,RM,182cm,Right
269912,C. Brackelmann,23,Germany,Paderborn,2. Bundesliga (Germany),€1.2M,€4K,53.4,62.4,62.7,10.8,64,CB,196cm,Left
269909,J. Tenkorang,23,Italy,Lecco,Serie B (Italy),€1.3M,€1K,61.8,64.0,56.3,9.0,64,CAM,184cm,Right
269874,Gonçalo Costa,23,Portugal,Portimonense,Liga Portugal (Portugal),€875K,€2K,43.0,69.6,63.0,10.2,64,LB,178cm,Left
269866,T. Danhof,26,Germany,Erzgebirge Aue,3. Liga (Germany),€700K,€1K,51.0,66.2,60.3,9.2,64,RWB,182cm,Right
269853,Y. Lagha,18,Algeria,Olympique Lyonnais,Ligue 1 (France),€1.5M,€5K,56.6,66.4,18.7,9.8,64,ST,173cm,Right
269840,M. Sarıkaya,25,Turkey,İstanbulspor,Super Lig (Turkey),€850K,€3K,60.2,62.6,54.7,8.4,64,CAM,179cm,Right
269837,M. Ologo,20,Nigeria,İstanbulspor,Super Lig (Turkey),€1.2M,€2K,35.8,64.2,63.7,8.0,64,CB,193cm,Right
269719,S. Hidalgo,18,Argentina,Independiente,Liga Profesional (Argentina),€1.4M,€1K,58.6,75.2,28.3,10.2,64,ST,175cm,Left
269707,G. Kobylak,21,Poland,Legia Warszawa,Ekstraklasa (Poland),€1.1M,€1K,16.8,32.6,11.7,64.0,64,GK,190cm,Right
269705,D. Scherhant,20,Germany,Hertha BSC,2. Bundesliga (Germany),€1.3M,€3K,60.0,68.0,20.0,7.6,64,ST,185cm,Right
269701,N. Brown,20,Germany,Nürnberg,2. Bundesliga (Germany),€1.2M,€2K,50.2,75.0,59.3,10.0,64,LWB,180cm,Left
269699,O. Drambaev,21,Ukraine,Zulte-Waregem,Jupiler Pro League (Belgium),€1.3M,€500,45.8,64.2,63.3,9.0,64,LB,185cm,Left
269654,E. Hoxhallari,26,Albania,UTA Arad,Liga 1 (Romania),€625K,€2K,44.6,66.0,65.0,9.8,64,CB,183cm,Left
269643,Alex Forés,22,Spain,Villarreal II,La Liga 2 (Spain),€1.3M,€2K,57.2,63.8,33.0,9.4,64,ST,180cm,Right
269604,R. Heußer,25,Germany,Wehen Wiesbaden,2. Bundesliga (Germany),€800K,€4K,50.8,71.6,59.0,10.0,64,CM,170cm,Right
269570,R. Paeshuyse,21,Belgium,AS Eupen,Jupiler Pro League (Belgium),€1.4M,€2K,45.4,59.4,62.0,9.0,64,CB,187cm,Right
269507,S. Kapuadi,25,France,Legia Warszawa,Ekstraklasa (Poland),€725K,€2K,35.8,49.8,64.0,11.6,64,CB,196cm,Left
269496,D. Tront,27,Poland,Miedź Legnica,Ekstraklasa (Poland),€600K,€1K,47.4,63.2,63.3,9.8,64,CDM,174cm,Right
269491,C. Antoine,30,Haiti,Casa Pia,Liga Portugal (Portugal),€575K,€2K,60.0,50.4,28.7,12.0,64,ST,191cm,Right
269472,N. Agrafiotis,23,Serbia,Excelsior,Eredivisie (Netherlands),€1.3M,€2K,57.4,58.4,21.0,10.2,64,ST,191cm,Right
269471,J. Baas,21,Netherlands,Excelsior,Eredivisie (Netherlands),€1.3M,€1K,55.4,61.0,53.7,9.8,64,CM,183cm,Right
269470,J. Eijgenraam,20,Netherlands,Excelsior,Eredivisie (Netherlands),€1.2M,€1K,50.0,61.2,63.7,10.4,64,CB,180cm,Right
269467,N. Tjoe-A-On,21,Netherlands,Swansea City,Championship (Wales),€1.3M,€4K,47.0,61.6,59.3,11.4,64,LB,191cm,Left
269450,T. Berger,21,Austria,Austria Lustenau,Bundesliga (Austria),€1.3M,€2K,47.8,64.4,59.3,9.8,64,LWB,185cm,Left
269414,S. Diarra,23,Mali,Haugesund,Eliteserien (Norway),€1.3M,€1K,58.2,68.6,21.7,10.8,64,ST,187cm,Right
269385,T. Santos,24,Denmark,IFK Göteborg,Allsvenskan (Sweden),€875K,€1K,54.6,76.6,54.3,8.2,64,RM,178cm,Right
269315,J. Ríos Alonso,22,Germany,Rot-Weiss Essen,3. Liga (Germany),€1.1M,€1K,48.0,65.0,63.0,9.8,64,CB,182cm,Right
269306,I. Suero Fernández,28,Spain,Elversberg,2. Bundesliga (Germany),€600K,€750,56.4,70.2,31.7,9.8,64,CAM,172cm,Left
269297,K. N'Chobi,26,France,Laval,Ligue 2 (France),€700K,€2K,54.4,78.8,15.0,10.0,64,ST,177cm,Right
269285,K. Testud,31,France,Annecy,Ligue 2 (France),€475K,€2K,60.8,61.4,46.3,9.2,64,RM,180cm,Right
269282,A. Fillon,27,France,Annecy,Ligue 2 (France),€625K,€1K,49.6,57.8,61.0,11.4,64,CDM,176cm,Right
269275,A. Temanfo,29,France,Annecy,Ligue 2 (France),€525K,€1K,46.6,60.8,62.7,8.8,64,RB,183cm,Right
269252,D. Martínez,22,Venezuela,Estudiantes Mérida,Primera Division (Venezuela),€850K,€500,57.2,69.2,59.7,11.2,64,LB,177cm,Left
269151,O. Wolff,18,United States,Austin,Major League Soccer (United States),€1.3M,€550,51.4,71.0,61.0,9.6,64,RWB,175cm,Right
269137,B. Poveda,18,Bolivia,Wilstermann,Liga De Futbol Prof (Bolivia),€1.2M,€500,13.0,47.4,10.3,64.8,64,GK,181cm,Left
269084,U. Tohumcu,18,Germany,TSG Hoffenheim,Bundesliga (Germany),€1.6M,€3K,55.0,64.8,42.0,8.4,64,CAM,175cm,Right
269082,K. Al Hashmi,26,United Arab Emirates,Al Ain,Pro League (United Arab Emirates),€725K,€500,41.4,59.4,65.0,11.2,64,CB,181cm,Right
268984,A. Marafee,31,Qatar,No Team,Free Agent,€0,€0,46.8,71.6,60.3,11.0,64,RWB,165cm,Right
268937,F. Ponsi,22,Italy,Modena,Serie B (Italy),€1.3M,€950,43.4,66.2,63.0,10.8,64,RWB,186cm,Right
268898,Víctor Olmo,21,Spain,Málaga,La Liga 2 (Spain),€1.3M,€2K,51.8,73.4,57.7,10.2,64,LWB,170cm,Left
268877,Y. Abdurisag,23,Qatar,No Team,Free Agent,€0,€0,51.8,75.2,30.0,9.4,64,RM,177cm,Right
268816,F. Ortellado,22,Argentina,Sportivo Ameliano,Primera División (Paraguay),€1.2M,€500,37.0,58.0,64.7,10.6,64,CB,188cm,Left
268804,Mario Gila,22,Spain,Lazio,Serie A (Italy),€1.2M,€8K,50.0,63.6,64.7,10.8,64,CB,185cm,Right
268787,K. Olaigbe,20,Belgium,Cercle Brugge,Jupiler Pro League (Belgium),€1.3M,€3K,55.4,76.2,30.7,7.4,64,RM,178cm,Right
268775,M. Waad,23,Qatar,No Team,Free Agent,€0,€0,54.2,60.4,63.3,10.0,64,CB,183cm,Left
268773,A. Al Ahrak,25,Qatar,No Team,Free Agent,€0,€0,53.4,66.2,39.0,10.8,64,CAM,175cm,Right
268746,G. Lunetta,26,Italy,Südtirol,Serie B (Italy),€650K,€1K,56.0,65.0,35.0,12.0,64,LM,186cm,Left
268674,A. Gabrielloni,28,Italy,Como,Serie B (Italy),€600K,€1K,53.8,68.2,20.3,9.4,64,ST,178cm,Right
268672,A. Cagnano,25,Italy,Südtirol,Serie B (Italy),€750K,€950,47.8,65.0,60.0,8.6,64,LWB,180cm,Left
268558,T. Palacios,20,Argentina,Talleres Córdoba,Liga Profesional (Argentina),€1.3M,€2K,36.0,49.8,66.7,12.0,64,CB,195cm,Left
268507,A. Mattioli,25,Italy,Cittadella,Serie B (Italy),€725K,€750,49.6,68.8,62.0,10.4,64,RB,181cm,Right
268473,Y. Cohen,26,Israel,Pisa,Serie B (Italy),€700K,€1K,58.8,66.0,29.0,10.0,64,ST,186cm,Left
268374,S. Topaltop,33,Turkey,Türkgücü-Ataspor,3. Liga (Germany),€375K,€2K,51.8,69.4,26.3,9.6,64,ST,177cm,Right
268372,S. von Kogelsberg,21,Germany,Türkgücü-Ataspor,3. Liga (Germany),€900K,€1K,61.6,60.0,45.0,11.8,64,ST,191cm,Left
268368,C. Manapo,21,Ghana,Türkgücü-Ataspor,3. Liga (Germany),€875K,€1K,40.2,73.6,62.7,10.2,64,CDM,168cm,Right
268286,Rodrigo Henrique,29,Brazil,Meizhou Hakka,Super League (China PR),€575K,€3K,54.2,72.0,23.3,8.0,64,RM,180cm,Right
268271,M. Cissé,18,Guinea,Südtirol,Serie B (Italy),€1.5M,€4K,56.0,70.6,17.0,7.4,64,ST,182cm,Right
268128,D. Sîrbu,20,Romania,SSC Farul,Liga 1 (Romania),€1.3M,€2K,47.8,63.6,59.3,7.6,64,RB,186cm,Right
268124,H. Carneil,20,Sweden,IFK Göteborg,Allsvenskan (Sweden),€1.3M,€1K,47.2,65.0,23.3,9.4,64,CAM,176cm,Right
268095,R. Shein,18,Estonia,FC Utrecht,Eredivisie (Netherlands),€1.2M,€1K,50.2,67.6,57.3,10.0,64,CM,185cm,Right
268072,J. Medina,22,Ecuador,9 de Octubre,Liga Pro (Ecuador),€1.1M,€500,54.8,70.4,59.0,12.2,64,RM,183cm,Right
267970,D. Corpus,18,Bolivia,The Strongest,Liga De Futbol Prof (Bolivia),€1.2M,€500,50.4,65.8,63.0,9.2,64,RB,175cm,Right
267944,E. Uribe,36,Peru,Sport Boys,Primera Division (Peru),€110K,€500,52.6,62.6,63.3,12.4,64,CDM,179cm,Right
267910,S. Unrein,31,Argentina,Deportivo La Guaira,Primera Division (Venezuela),€500K,€500,61.4,60.6,18.7,9.8,64,ST,182cm,Right
267882,T. Poznar,32,Czech Republic,Nieciecza,Ekstraklasa (Poland),€475K,€2K,57.2,47.6,22.3,7.2,64,ST,194cm,Right
267852,M. Sanabria,19,Argentina,Central Cordoba SdE,Liga Profesional (Argentina),€1.4M,€2K,49.6,63.2,28.3,9.2,64,RM,178cm,Right
267746,Luizão,25,Brazil,Radomiak Radom,Ekstraklasa (Poland),€750K,€1K,46.4,65.0,62.7,10.8,64,CDM,184cm,Right
267688,K. Onsrud,28,Norway,HamKam,Eliteserien (Norway),€575K,€1K,52.8,54.6,54.0,9.4,64,CM,186cm,Left
267635,S. Pidro,25,Bosnia and Herzegovina,Saint Louis City,Major League Soccer (United States),€800K,€2K,47.8,63.2,61.7,9.8,64,LWB,183cm,Left
267630,S. Surdanović,24,Serbia,Austria Lustenau,Bundesliga (Austria),€875K,€2K,56.8,65.8,46.7,7.0,64,ST,183cm,Right
267604,M. Carpio,19,Peru,Cienciano,Primera Division (Peru),€1.4M,€500,59.0,62.8,57.7,9.8,64,CAM,170cm,Right
267592,M. Trusa,21,Slovakia,Viktoria Plzeň,Fortuna Liga (Czech Republic),€1.3M,€500,58.4,66.8,14.0,9.6,64,ST,186cm,Right
267567,J. Lima,24,Uruguay,Peñarol,Primera Division (Uruguay),€750K,€500,11.2,33.8,12.0,62.6,64,GK,183cm,Right
267534,R. Rivas,25,Colombia,Universidad Católica,Liga Pro (Ecuador),€875K,€500,62.6,63.8,22.3,9.6,64,ST,190cm,Right
267484,W. Meneses,25,Ecuador,Delfin,Liga Pro (Ecuador),€725K,€500,55.2,68.6,61.3,10.8,64,LB,181cm,Left
267483,B. Cabrera,25,Paraguay,Nacional Asunción,Primera División (Paraguay),€775K,€500,54.0,66.6,63.0,11.2,64,CB,178cm,Right
267457,R. Lima,23,Bolivia,Palmaflor del Trópico,Liga De Futbol Prof (Bolivia),€1.2M,€500,53.6,64.6,56.0,11.6,64,CAM,170cm,Right
267421,E. Velasquez,23,Bolivia,Independiente Petrolero,Liga De Futbol Prof (Bolivia),€850K,€500,41.4,59.8,64.0,9.4,64,CB,187cm,Right
267412,R. Örqvist,24,Sweden,Degerfors,Allsvenskan (Sweden),€850K,€1K,56.2,66.0,61.0,10.0,64,CM,184cm,Right
267397,J. Hernández,25,Venezuela,Independiente Medellín,Liga BetPlay (Colombia),€700K,€850,59.0,65.4,30.7,10.0,64,RM,179cm,Right
267393,P. Guzmán,23,Peru,Universitario,Primera Division (Peru),€850K,€500,44.0,55.8,64.3,8.6,64,CB,185cm,Right
266897,J. Olaitan Ishola,21,Benin,Troyes,Ligue 2 (France),€1.3M,€1K,60.6,70.0,53.7,11.2,64,ST,174cm,Right
266858,J. Jeno,23,France,Grenoble Foot 38,Ligue 2 (France),€1.2M,€1K,48.4,56.6,65.0,11.0,64,CB,183cm,Left
266849,Marcelo Alves,23,Brazil,Tondela,Liga Portugal (Portugal),€850K,€2K,38.0,51.4,64.7,8.0,64,CB,192cm,Right
266808,J. James,22,Argentina,San Lorenzo,Liga Profesional (Argentina),€1.4M,€3K,40.4,49.4,63.0,9.2,64,CB,191cm,Left
266803,R. Sava,21,Romania,CFR Cluj,Liga 1 (Romania),€1.3M,€2K,12.8,32.4,10.3,62.6,64,GK,195cm,Right
266802,M. Ivančević,24,Serbia,OB,Superliga (Denmark),€1.2M,€3K,41.0,50.8,62.3,7.6,64,CB,190cm,Right
266795,B. Kör,20,Turkey,Trabzonspor,Super Lig (Turkey),€1.4M,€5K,62.0,71.4,20.3,8.0,64,ST,181cm,Right
266724,Farru,22,Spain,FC Cartagena,La Liga 2 (Spain),€1.2M,€2K,49.8,56.6,64.0,7.0,64,CB,183cm,Left
266688,E. Destan,21,Turkey,Trabzonspor,Super Lig (Turkey),€1.3M,€9K,57.6,66.6,45.0,10.2,64,ST,186cm,Right
266687,Tiago Ribeiro,20,Portugal,Paços de Ferreira,Liga Portugal (Portugal),€1.3M,€7K,60.0,61.2,62.3,10.0,64,CM,185cm,Left
266666,R. Perea,32,Ecuador,Mushuc Runa,Liga Pro (Ecuador),€300K,€500,12.6,45.2,11.3,63.6,64,GK,178cm,Right
266662,D. Sayago,21,Argentina,Independiente,Liga Profesional (Argentina),€1.3M,€3K,59.6,69.0,32.0,10.0,64,ST,183cm,Right
266661,E. Velasco,22,Ecuador,Mushuc Runa,Liga Pro (Ecuador),€900K,€500,57.4,64.4,58.7,9.2,64,CAM,166cm,Right
266660,Óscar Rivas,23,Spain,Alcorcón,La Liga 2 (Spain),€1.2M,€2K,43.0,54.4,66.0,11.8,64,CB,190cm,Right
266659,J. Taaje,25,Norway,Sandefjord,Eliteserien (Norway),€1.1M,€1K,40.2,54.4,62.0,11.0,64,CB,192cm,Right
266446,M. Baur,18,Germany,Freiburg II,3. Liga (Germany),€1.1M,€500,57.8,65.6,41.0,11.4,64,RM,172cm,Right
266428,I. Svinov,20,Russia,Spartak Moskva,Premier League (Russia),€1.1M,€6K,15.0,40.2,13.0,63.8,64,GK,190cm,Right
266425,A. Bakayoko,20,Côte d'Ivoire,Saint-Étienne,Ligue 2 (France),€1.3M,€1K,42.0,64.0,65.3,13.2,64,CB,185cm,Right
266407,J. Weberbauer,24,Austria,Ried,Bundesliga (Austria),€750K,€2K,43.4,71.8,60.7,10.0,64,RB,173cm,Right
266373,B. Bender,22,United States,Charlotte,Major League Soccer (United States),€1.3M,€2K,56.2,62.8,41.0,8.4,64,CAM,183cm,Left
266336,P. Vaitsiakhovich,33,Belarus,Värnamo,Allsvenskan (Sweden),€190K,€800,17.6,43.4,17.0,63.8,64,GK,194cm,Right
266333,L. Gemello,22,Italy,Torino,Serie A (Italy),€1.1M,€6K,11.6,31.2,8.7,65.2,64,GK,190cm,Right
266310,C. Zabala,25,Argentina,Tigre,Liga Profesional (Argentina),€850K,€3K,57.2,60.6,56.0,8.4,64,CAM,187cm,Right
266294,A. Cisneros,24,Ecuador,9 de Octubre,Liga Pro (Ecuador),€750K,€500,41.2,61.8,62.7,8.0,64,CB,178cm,Right
266275,Max,22,Brazil,Colorado Rapids,Major League Soccer (United States),€1.3M,€2K,53.6,64.6,41.7,10.2,64,CAM,175cm,Left
266257,E. İlkhan,19,Turkey,İstanbul Başakşehir,Super Lig (Turkey),€1.5M,€5K,54.8,67.0,50.0,11.0,64,CAM,175cm,Right
